35000;1;11
35000;2;11
35000;3;11
35000;4;11
35000;5;11
35000;6;11
35000;7;11
35000;8;11
35000;9;11
35000;10;11
35000;11;11
35000;12;11
35000;13;11
35000;14;11
35000;15;11
35000;16;11
35000;17;11
35000;18;11
35000;19;11
35000;20;11
35000;21;11
35000;22;11
35000;23;11
35000;24;11
35000;25;11
35000;26;11
35000;27;11
35000;28;11
35000;29;11
35000;30;11
35000;31;11
35000;32;11
35000;33;11
35000;34;11
35000;35;11
35000;36;11
35000;37;11
35000;38;11
35000;39;11
35000;40;11
35000;41;11
35000;42;11
35000;43;11
35000;44;11
35000;45;11
35000;46;11
35000;47;11
35000;48;11
35000;49;11
35000;50;11
35000;51;11
35000;52;11
35000;53;11
35000;54;11
35000;55;11
35000;56;11
35000;57;11
35000;58;11
35000;59;11
35000;60;11
35000;61;11
35000;62;11
35000;63;11
35000;64;11
35000;65;11
35000;66;11
35000;67;11
35000;68;11
35000;69;11
35000;70;11
35000;71;11
35000;72;11
35000;73;11
35000;74;11
35000;75;11
35000;76;11
35000;77;11
35000;80;11
35000;81;11
35000;101;10
35000;110;91
35000;111;91
